id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,attributes,_page_url,search_term
S-iyW4VJiShTpxCTRJHBQQ,pg-electric-philadelphia-3,PG Electric,https://s3-media4.fl.yelpcdn.com/bphoto/hFJyHWW8MkBBcvVD9Psf3w/o.jpg,False,https://www.yelp.com/biz/pg-electric-philadelphia-3?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,1,"[{'alias': 'electricians', 'title': 'Electricians'}, {'alias': 'lighting', 'title': 'Lighting Fixtures & Equipment'}]",5.0,"{'latitude': 39.91490382130188, 'longitude': -75.1920973810154}",[],,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Philadelphia', 'zip_code': '19145', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19145']}",+12675318890,(267) 531-8890,4675.7256198761725,"{'business_temp_closed': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
f4K0RTU3xtly-Z-jK21L_w,striped-lion-distilling-woodbury,Striped Lion Distilling,https://s3-media1.fl.yelpcdn.com/bphoto/VdoVSNsgyQUtj4znsa-MFw/o.jpg,False,https://www.yelp.com/biz/striped-lion-distilling-woodbury?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,14,"[{'alias': 'distilleries', 'title': 'Distilleries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.4,"{'latitude': 39.84701, 'longitude': -75.14536}",[],,"{'address1': '740 N Broad St', 'address2': '', 'address3': None, 'city': 'Woodbury', 'zip_code': '08096', 'country': 'US', 'state': 'NJ', 'display_address': ['740 N Broad St', 'Woodbury, NJ 08096']}",+18889980519,(888) 998-0519,12071.267121022915,"{'business_temp_closed': None, 'menu_url': 'https://stripedlionrum.com/cocktails', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
iLYuJkbU17tZKdfC8rsIDg,florals-and-scrubs-bala-cynwyd-2,Florals & Scrubs,https://s3-media1.fl.yelpcdn.com/bphoto/I7SOhzjsCV56BvKcLkEEfQ/o.jpg,False,https://www.yelp.com/biz/florals-and-scrubs-bala-cynwyd-2?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,3,"[{'alias': 'florists', 'title': 'Florists'}, {'alias': 'floraldesigners', 'title': 'Floral Designers'}]",5.0,"{'latitude': 40.006468, 'longitude': -75.216494}",[],,"{'address1': '2 Bala Plaza', 'address2': 'Suite 300-682', 'address3': '', 'city': 'Bala Cynwyd', 'zip_code': '19004', 'country': 'US', 'state': 'PA', 'display_address': ['2 Bala Plaza', 'Suite 300-682', 'Bala Cynwyd, PA 19004']}",+12153995756,(215) 399-5756,7054.563493663598,"{'business_temp_closed': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
oZ_kO_q9HLR2Kfr1A4v0sg,wax-hair-wax-there-spa-and-body-treatments-ardmore,wax hair wax there spa & body treatments ,https://s3-media3.fl.yelpcdn.com/bphoto/2_bJDpGIbt6c4qj2j3YReQ/o.jpg,False,https://www.yelp.com/biz/wax-hair-wax-there-spa-and-body-treatments-ardmore?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,3,"[{'alias': 'hairremoval', 'title': 'Hair Removal'}, {'alias': 'skincare', 'title': 'Skin Care'}, {'alias': 'bodycontouring', 'title': 'Body Contouring'}]",5.0,"{'latitude': 40.00915, 'longitude': -75.288726}",[],,"{'address1': '28 E Montgomery Ave', 'address2': 'Ste 405b', 'address3': '', 'city': 'Ardmore', 'zip_code': '19003', 'country': 'US', 'state': 'PA', 'display_address': ['28 E Montgomery Ave', 'Ste 405b', 'Ardmore, PA 19003']}",+16106129354,(610) 612-9354,11762.848291427556,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
DpY5wGth-0fL3JIpX8I4dA,a-and-y-tree-services-warrington,A & Y Tree Services,https://s3-media4.fl.yelpcdn.com/bphoto/TnrLcLMq99vvjm-UZoQ0Vw/o.jpg,False,https://www.yelp.com/biz/a-and-y-tree-services-warrington?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,0,"[{'alias': 'treeservices', 'title': 'Tree Services'}, {'alias': 'landscaping', 'title': 'Landscaping'}]",0.0,"{'latitude': 40.24446487426758, 'longitude': -75.13397216796875}",[],,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Warrington', 'zip_code': '18976', 'country': 'US', 'state': 'PA', 'display_address': ['Warrington, PA 18976']}",+16095330014,(609) 533-0014,32722.898720120476,"{'business_temp_closed': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
YThtPBLOZi7fwnuKYxHR2g,glamourese-makeup-artistry-philadelphia,Glamourese Makeup Artistry,https://s3-media1.fl.yelpcdn.com/bphoto/AZeXyjLEYERFdIsBZ0YAwQ/o.jpg,False,https://www.yelp.com/biz/glamourese-makeup-artistry-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,0,"[{'alias': 'makeupartists', 'title': 'Makeup Artists'}, {'alias': 'estheticians', 'title': 'Estheticians'}]",0.0,"{'latitude': 39.92011260986328, 'longitude': -75.18135833740234}",[],,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19145', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19145']}",+13023131736,(302) 313-1736,5483.940800071109,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
z1hlcVCSNcDNpKxdREPJoQ,mosaic-massage-r3-philadelphia,Mosaic Massage R3,https://s3-media1.fl.yelpcdn.com/bphoto/qk_-sNgZmtc25XK4fietWg/o.jpg,False,https://www.yelp.com/biz/mosaic-massage-r3-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,2,"[{'alias': 'massage_therapy', 'title': 'Massage Therapy'}, {'alias': 'massage', 'title': 'Massage'}]",5.0,"{'latitude': 40.04056168, 'longitude': -75.22457123}",[],,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19128', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19128']}",+12679354995,(267) 935-4995,12160.44171409571,"{'business_temp_closed': None, 'menu_url': 'https://mosaicmassage-r3.massagetherapy.com/services-and-rates', 'waitlist_reservation': False}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
QKs68In_wI7JopOuPxJ9gQ,amethyst-lavender-personal-care-studio-philadelphia,Amethyst + Lavender Personal Care Studio,https://s3-media1.fl.yelpcdn.com/bphoto/gcsljunhO3kOXB-DIu503w/o.jpg,False,https://www.yelp.com/biz/amethyst-lavender-personal-care-studio-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,1,"[{'alias': 'waxing', 'title': 'Waxing'}, {'alias': 'othersalons', 'title': 'Nail Salons'}, {'alias': 'skincare', 'title': 'Skin Care'}]",5.0,"{'latitude': 39.95036876496344, 'longitude': -75.1744883}",[],,"{'address1': '2012 Walnut St', 'address2': 'Basement', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['2012 Walnut St', 'Basement', 'Philadelphia, PA 19103']}",+12154027999,(215) 402-7999,471.64235084668553,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
pcy24IuPvHpj3bHvP6EitA,halal-fusion-chinese-restaurant-philadelphia,Halal Fusion Chinese Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/RsFf9wlW47mF6PmPYDuWXg/o.jpg,False,https://www.yelp.com/biz/halal-fusion-chinese-restaurant-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,26,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'halal', 'title': 'Halal'}]",3.6,"{'latitude': 39.99439, 'longitude': -75.147815}","['delivery', 'pickup']",,"{'address1': '2748 Germantown Ave', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19133', 'country': 'US', 'state': 'PA', 'display_address': ['2748 Germantown Ave', 'Philadelphia, PA 19133']}",+12675922331,(267) 592-2331,4938.530344178533,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
jsL0EmA3k75npcRvleq2VA,food-from-the-heart-philadelphia,Food From The Heart,https://s3-media1.fl.yelpcdn.com/bphoto/INzDYQKu5l1Miwlmcazmaw/o.jpg,False,https://www.yelp.com/biz/food-from-the-heart-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,31,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",4.1,"{'latitude': 40.07355, 'longitude': -75.15857}","['delivery', 'pickup']",,"{'address1': '8010 Ogontz Ave', 'address2': None, 'address3': None, 'city': 'Philadelphia', 'zip_code': '19150', 'country': 'US', 'state': 'PA', 'display_address': ['8010 Ogontz Ave', 'Philadelphia, PA 19150']}",+12152760657,(215) 276-0657,13360.423245612874,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
I7RB9xlLMbwN_JktKWan8A,nuanced-cafe-camden,Nuanced Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/VioufTFCbefKFszKHn9UnQ/o.jpg,False,https://www.yelp.com/biz/nuanced-cafe-camden?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,15,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.9,"{'latitude': 39.946379931325865, 'longitude': -75.12416034936906}",[],,"{'address1': '225 Market St', 'address2': 'Fl 1', 'address3': None, 'city': 'Camden', 'zip_code': '08102', 'country': 'US', 'state': 'NJ', 'display_address': ['225 Market St', 'Fl 1', 'Camden, NJ 08102']}",+16093323084,(609) 332-3084,4093.679477212343,"{'business_temp_closed': None, 'menu_url': 'https://www.nuancedcafe.com/menu', 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
aXRV0DP0C3MFPHvhBvgJSA,mayee-natural-hair-salon-upper-darby,Mayee Natural Hair Salon,https://s3-media4.fl.yelpcdn.com/bphoto/CTAjjXMP6r5E6LAmB-gkeg/o.jpg,False,https://www.yelp.com/biz/mayee-natural-hair-salon-upper-darby?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,1,"[{'alias': 'hairstylists', 'title': 'Hair Stylists'}]",1.0,"{'latitude': 39.9570290673821, 'longitude': -75.2098927326307}",[],,"{'address1': '8903 West Chester Pike', 'address2': '', 'address3': None, 'city': 'Upper Darby', 'zip_code': '19082', 'country': 'US', 'state': 'PA', 'display_address': ['8903 West Chester Pike', 'Upper Darby, PA 19082']}",+12157481200,(215) 748-1200,3317.4022783697283,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
JH6z_IyvZi1gdjcbc94TVg,ahmens-towing-philadelphia-3,Ahmen's Towing ,https://s3-media2.fl.yelpcdn.com/bphoto/3mSjy-T0S9WkE7YOBwFq8Q/o.jpg,False,https://www.yelp.com/biz/ahmens-towing-philadelphia-3?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,3,"[{'alias': 'towing', 'title': 'Towing'}, {'alias': 'autorepair', 'title': 'Auto Repair'}, {'alias': 'roadsideassist', 'title': 'Roadside Assistance'}]",5.0,"{'latitude': 40.012418293398426, 'longitude': -75.14505429888926}",[],,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Philadelphia', 'zip_code': '19154', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19154']}",+12675519619,(267) 551-9619,6890.189092639067,"{'business_temp_closed': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
bzzKVqbL7q-aKm8Nus3EMA,lovell-hair-extensions-philadelphia,Lovell Hair Extensions,https://s3-media3.fl.yelpcdn.com/bphoto/M06Gy0aDfbMxj849PzRBbA/o.jpg,False,https://www.yelp.com/biz/lovell-hair-extensions-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,1,"[{'alias': 'hair_extensions', 'title': 'Hair Extensions'}]",5.0,"{'latitude': 39.99623884789269, 'longitude': -75.17078103134178}",[],,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19132', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19132']}",+12672546338,(267) 254-6338,4721.107562551996,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
nbdQ9ykF8S2OSKcjWQNqSQ,creative-repute-design-agency-philadelphia-2,Creative Repute Design Agency,https://s3-media3.fl.yelpcdn.com/bphoto/hEUEQZfMZ5a84Prne923LA/o.jpg,False,https://www.yelp.com/biz/creative-repute-design-agency-philadelphia-2?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,5,"[{'alias': 'graphicdesign', 'title': 'Graphic Design'}]",4.2,"{'latitude': 39.954147, 'longitude': -75.173542}",[],,"{'address1': '2001 Market St', 'address2': 'Ste 2500', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19103', 'country': 'US', 'state': 'PA', 'display_address': ['2001 Market St', 'Ste 2500', 'Philadelphia, PA 19103']}",+12156901185,(215) 690-1185,206.0973144388854,"{'business_temp_closed': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
BcarWSn2XiLUsmqRhHhnlA,sitting-pretty-event-rental-philadelphia,Sitting Pretty Event Rental,https://s3-media1.fl.yelpcdn.com/bphoto/44uhppDPZ3kVBrZSBVqcTw/o.jpg,False,https://www.yelp.com/biz/sitting-pretty-event-rental-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,3,"[{'alias': 'partyequipmentrentals', 'title': 'Party Equipment Rentals'}]",3.7,"{'latitude': 39.96139, 'longitude': -75.22956}",[],,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19139', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19139']}",+12156519765,(215) 651-9765,4847.05321600657,"{'business_temp_closed': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
7A-q7-bajt0NxMy36dUfIw,the-station-merchantville,The Station,https://s3-media2.fl.yelpcdn.com/bphoto/Ewh51wZ9pS30uqilm40W0Q/o.jpg,False,https://www.yelp.com/biz/the-station-merchantville?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,46,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.3,"{'latitude': 39.9522838, 'longitude': -75.048543}",['delivery'],$,"{'address1': '10 E Chestnut Ave', 'address2': '', 'address3': '', 'city': 'Merchantville', 'zip_code': '08109', 'country': 'US', 'state': 'NJ', 'display_address': ['10 E Chestnut Ave', 'Merchantville, NJ 08109']}",+18564880973,(856) 488-0973,10456.760431800718,"{'business_temp_closed': None, 'menu_url': 'https://www.merchantvillestation.com/station-coffee-menu.html', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
UxeJw4J6L1hqj5qr0kuwJA,the-beauty-lounge-philadelphia,The Beauty Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/i3ViCJ366uPbI0vnwjBGFg/o.jpg,False,https://www.yelp.com/biz/the-beauty-lounge-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,4,"[{'alias': 'hairstylists', 'title': 'Hair Stylists'}, {'alias': 'hair_extensions', 'title': 'Hair Extensions'}]",5.0,"{'latitude': 39.9803394701589, 'longitude': -75.2409701719507}",[],$$,"{'address1': '1901 N 60th St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19139', 'country': 'US', 'state': 'PA', 'display_address': ['1901 N 60th St', 'Philadelphia, PA 19139']}",+12154741830,(215) 474-1830,6638.563367206157,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
vu6cyNcMSTe6XWr6IdCqLg,cyrenity-sips-winery-hatboro-2,Cyrenity Sips Winery,https://s3-media3.fl.yelpcdn.com/bphoto/1tADDBZGSq26K8twW2W4Ig/o.jpg,False,https://www.yelp.com/biz/cyrenity-sips-winery-hatboro-2?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,2,"[{'alias': 'wineries', 'title': 'Wineries'}]",5.0,"{'latitude': 40.17639, 'longitude': -75.106254}",[],,"{'address1': '31 S York Rd', 'address2': None, 'address3': '', 'city': 'Hatboro', 'zip_code': '19040', 'country': 'US', 'state': 'PA', 'display_address': ['31 S York Rd', 'Hatboro, PA 19040']}",+12673878405,(267) 387-8405,25370.404014253378,"{'business_temp_closed': None, 'menu_url': 'http://www.cyrenitysips.com/shop', 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
0LNV8iJg_g3_1ujwaeHZ-Q,duafe-holistic-hair-care-philadelphia,Duafe Holistic Hair Care,https://s3-media2.fl.yelpcdn.com/bphoto/12HZmygsyMfADPEIzqCIoQ/o.jpg,False,https://www.yelp.com/biz/duafe-holistic-hair-care-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,61,"[{'alias': 'hair', 'title': 'Hair Salons'}]",3.2,"{'latitude': 40.00256168230109, 'longitude': -75.16595505952453}",[],$$,"{'address1': '3510 Scotts Ln', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19129', 'country': 'US', 'state': 'PA', 'display_address': ['3510 Scotts Ln', 'Philadelphia, PA 19129']}",+12672977636,(267) 297-7636,5442.441949478971,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
3qwR6y91hlYhY5pleu7jyQ,farm-and-garden-jamaican-restaurant-new-philadelphia,Farm & Garden Jamaican Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/59sxCurQhXi7_ximAkIgIQ/o.jpg,False,https://www.yelp.com/biz/farm-and-garden-jamaican-restaurant-new-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,0,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",0.0,"{'latitude': 39.919626, 'longitude': -75.208283}",['delivery'],,"{'address1': '6039 Passyunk Ave', 'address2': '', 'address3': None, 'city': 'New Philadelphia', 'zip_code': '19153', 'country': 'US', 'state': 'PA', 'display_address': ['6039 Passyunk Ave', 'New Philadelphia, PA 19153']}",+12157291711,(215) 729-1711,4941.539480195481,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
Yf0gK1XGq9yaJSPeOGl3jg,beautyland-beauty-supplies-lansdowne,Beautyland Beauty Supplies,https://s3-media2.fl.yelpcdn.com/bphoto/N_BAMU4q-jg8O3ZfEscCWg/o.jpg,False,https://www.yelp.com/biz/beautyland-beauty-supplies-lansdowne?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,7,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",1.9,"{'latitude': 39.9388771057129, 'longitude': -75.2673797607422}",[],,"{'address1': '100 E Baltimore Ave', 'address2': None, 'address3': None, 'city': 'Lansdowne', 'zip_code': '19050', 'country': 'US', 'state': 'PA', 'display_address': ['100 E Baltimore Ave', 'Lansdowne, PA 19050']}",+14844618700,(484) 461-8700,8371.76406679895,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
2rRT8OQgo6YIe7zSnAopZQ,the-02-collection-media-philadelphia,The 02 Collection Media,https://s3-media3.fl.yelpcdn.com/bphoto/JBF3JqqFajbPxH8puan-tQ/o.jpg,False,https://www.yelp.com/biz/the-02-collection-media-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,0,"[{'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'eventphotography', 'title': 'Event Photography'}, {'alias': 'graphicdesign', 'title': 'Graphic Design'}]",0.0,"{'latitude': 39.9123649597168, 'longitude': -75.153190612793}",[],,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19148', 'country': 'US', 'state': 'PA', 'display_address': ['Philadelphia, PA 19148']}",+13023445170,(302) 344-5170,5020.426202040667,"{'business_temp_closed': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
rewjWI9mihXSz3pmxpvmyw,mike-johnnys-sports-bar-darby-3,Mike Johnny's Sports Bar,https://s3-media2.fl.yelpcdn.com/bphoto/SfpElSy61fRd2CGVyBIESw/o.jpg,False,https://www.yelp.com/biz/mike-johnnys-sports-bar-darby-3?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,4,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.3,"{'latitude': 39.91860549992655, 'longitude': -75.25411573927504}",[],$,"{'address1': '98 N 5th St', 'address2': None, 'address3': '', 'city': 'Darby', 'zip_code': '19023', 'country': 'US', 'state': 'PA', 'display_address': ['98 N 5th St', 'Darby, PA 19023']}",,,8079.054748885793,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
WzbKilRpbcblgv38AV58eA,the-cheesecake-lady-elkins-park,The Cheesecake Lady,https://s3-media2.fl.yelpcdn.com/bphoto/ha6YBLVVaZstZMDsKhzBpg/o.jpg,False,https://www.yelp.com/biz/the-cheesecake-lady-elkins-park?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,180,"[{'alias': 'desserts', 'title': 'Desserts'}]",4.7,"{'latitude': 40.081378, 'longitude': -75.117549}","['delivery', 'pickup']",$$,"{'address1': '910 Township Line Rd', 'address2': None, 'address3': '', 'city': 'Elkins Park', 'zip_code': '19027', 'country': 'US', 'state': 'PA', 'display_address': ['910 Township Line Rd', 'Elkins Park, PA 19027']}",+12675753952,(267) 575-3952,14915.35799622813,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=200,Black owned
